CosmicID	Cell.line.name	Primary_Site_GDSC1	Primary_Site_GDSC2	TCGA_label	Comment	MMR	Screen_Medium
1240210	RH-41	soft_tissue	rhabdomyosarcoma			MSS/MSI-L	R
909716	SJRH30	soft_tissue	rhabdomyosarcoma			MSS/MSI-L	R
924248	TE-441-T	soft_tissue	rhabdomyosarcoma			MSS/MSI-L	D/F12
907298	G-402	soft_tissue	soft_tissue_other			MSS/MSI-L	R
906999	GCT	soft_tissue	soft_tissue_other			MSS/MSI-L	R
925343	MFH-ino	soft_tissue	soft_tissue_other			MSS/MSI-L	D/F12
909720	SK-LMS-1	soft_tissue	soft_tissue_other			MSS/MSI-L	D/F12
909732	SK-UT-1	soft_tissue	soft_tissue_other			MSI-H	D/F12
909756	SW872	soft_tissue	soft_tissue_other			MSS/MSI-L	D/F12
909759	SW982	soft_tissue	soft_tissue_other			MSS/MSI-L	D/F12
688121	VA-ES-BJ	soft_tissue	soft_tissue_other			MSS/MSI-L	D/F12
906795	8305C	thyroid	thyroid	THCA		MSS/MSI-L	R
924102	8505C	thyroid	thyroid	THCA		MSS/MSI-L	R
1290722	ASH-3	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
924104	BCPAP	thyroid	thyroid	THCA		MSS/MSI-L	R
906696	BHT-101	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
910568	CGTH-W-1	thyroid	thyroid	THCA		MSS/MSI-L	R
906864	FTC-133	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
924151	HTC-C3	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
1240154	IHH-4	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
924238	K5	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
1298167	KMH-2	thyroid	thyroid	THCA		MSS/MSI-L	R
1240178	ML-1	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
930083	RO82-W-1	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
930299	TT	thyroid	thyroid	THCA		MSS/MSI-L	D/F12
1240223	TT2609-C02	thyroid	thyroid	THCA		MSS/MSI-L	R
906798	639-V	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
906797	647-V	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
910926	BFTC-905	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
1290730	CAL-29	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
753552	DSH1	urogenital_system	Bladder	BLCA		MSS/MSI-L	R
907065	HT-1197	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
907066	HT-1376	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
753566	J82	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
907312	KU-19-19	urogenital_system	Bladder	BLCA		MSS/MSI-L	R
753584	LB831-BLC	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
909704	RT-112	urogenital_system	Bladder	BLCA		MSS/MSI-L	R
687455	RT4	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
909749	SW1710	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
687457	SW780	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
724812	T-24	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
687459	TCCSUP	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
724838	UM-UC-3	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
909780	VM-CUB-1	urogenital_system	Bladder	BLCA		MSS/MSI-L	D/F12
687505	C-33-A	urogenital_system	cervix	CESC		MSI-H	D/F12
687506	C-4-I	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
924107	CAL-39	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
906824	Ca-Ski	urogenital_system	cervix	CESC		MSS/MSI-L	R
906843	DoTc2-4510	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
1298134	HeLa	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
907068	HT-3	urogenital_system	cervix	CESC		MSS/MSI-L	R
687514	ME-180	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
1240179	MS751	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
949154	OMC-1	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
930297	SiHa	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
1240212	SISO	urogenital_system	cervix	CESC		MSS/MSI-L	R
930298	SKG-IIIa	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
724839	SW756	urogenital_system	cervix	CESC		MSS/MSI-L	D/F12
946357	TC-YIK	urogenital_system	cervix		small cell carcinoma of the uterine cervix	MSS/MSI-L	R
910781	AN3-CA	urogenital_system	endometrium	UCEC		MSI-H	D/F12
910691	COLO-684	urogenital_system	endometrium	UCEC		MSI-H	R
1240127	EN	urogenital_system	endometrium	UCEC		MSS/MSI-L	R
907051	HEC-1	urogenital_system	endometrium	UCEC		MSI-H	D/F12
924187	KLE	urogenital_system	endometrium	UCEC		MSS/MSI-L	D/F12
908129	MFE-280	urogenital_system	endometrium	UCEC		MSS/MSI-L	D/F12
908130	MFE-296	urogenital_system	endometrium	UCEC		MSI-H	D/F12
1240174	MFE-319	urogenital_system	endometrium	UCEC		MSI-H	D/F12
930082	RL95-2	urogenital_system	endometrium		adenosquamous carcinoma of the endometrium	MSI-H	D/F12
909735	SNG-M	urogenital_system	endometrium	UCEC		MSI-H	D/F12
906804	A2780	urogenital_system	ovary	UNABLE TO CLASSIFY		MSS/MSI-L	R
906825	Caov-3	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
949090	Caov-4	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1479987	DOV13	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
911905	EFO-21	urogenital_system	ovary	OV		MSS/MSI-L	R
906852	EFO-27	urogenital_system	ovary		mucinous papillary adenocarcinoma	MSI-H	R
1240128	ES-2	urogenital_system	ovary		ovary clear cell carcinoma	MSS/MSI-L	R
1240129	FU-OV-1	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1479988	Hey	urogenital_system	ovary	OV		MSS/MSI-L	R
905968	IGROV-1	urogenital_system	ovary	OV		MSI-H	R
1480358	JHOS-3	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1480359	JHOS-4	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
924186	KGN	urogenital_system	ovary		granulosa-like tumor	MSS/MSI-L	D/F12
909975	KURAMOCHI	urogenital_system	ovary	UNABLE TO CLASSIFY		MSS/MSI-L	R
946360	OAW-28	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
910548	OAW-42	urogenital_system	ovary	OV	ovarian cystadenocarcinoma	MSS/MSI-L	D/F12
1480361	OV-17R	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1480362	OV-56	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1480360	OV-7	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1240197	OV-90	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1480364	OVCA420	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1480367	OVCA433	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
905990	OVCAR-4	urogenital_system	ovary	OV		MSS/MSI-L	R
905969	OVCAR-5	urogenital_system	ovary	OV		MSS/MSI-L	R
905991	OVCAR-8	urogenital_system	ovary	OV		MSS/MSI-L	R
1240198	OVISE	urogenital_system	ovary	OV		MSS/MSI-L	R
1480371	OVK-18	urogenital_system	ovary	OV		MSI-H	D/F12
1240199	OVKATE	urogenital_system	ovary	OV		MSS/MSI-L	R
1240200	OVMIU	urogenital_system	ovary	OV		MSS/MSI-L	R
1298365	OVTOKO	urogenital_system	ovary	OV		MSS/MSI-L	R
909255	PA-1	urogenital_system	ovary		ovary teratocarcinoma	MSS/MSI-L	D/F12
1480372	PEO1	urogenital_system	ovary	OV		MSS/MSI-L	R
1298539	RKN	urogenital_system	ovary		myoma ovarii	MSS/MSI-L	D/F12
909699	RMG-I	urogenital_system	ovary		ovary clear cell carcinoma	MSS/MSI-L	D/F12
905959	SK-OV-3	urogenital_system	ovary	OV		MSI-H	R
909753	SW626	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1299070	TOV-112D	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
1240222	TOV-21G	urogenital_system	ovary	OV		MSI-H	D/F12
909774	TYK-nu	urogenital_system	ovary	UNABLE TO CLASSIFY		MSS/MSI-L	D/F12
1480374	UWB1.289	urogenital_system	ovary	OV		MSS/MSI-L	D/F12
924105	BPH-1	urogenital_system	prostate		immortalised prostate epithelial cells	MSS/MSI-L	R
905935	DU-145	urogenital_system	prostate	PRAD		MSI-H	D/F12
907788	LNCaP-Clone-FGC	urogenital_system	prostate	PRAD		MSI-H	R
905934	PC-3	urogenital_system	prostate	PRAD		MSS/MSI-L	D/F12
1330993	PWR-1E	urogenital_system	prostate	PRAD		MSS/MSI-L	D/F12
910942	NEC8	urogenital_system	testis			MSS/MSI-L	R
908454	NTERA-2-cl-D1	urogenital_system	testis			MSS/MSI-L	D/F12
907175	JAR	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSS/MSI-L	R
907176	JEG-3	urogenital_system	urogenital_system_other		placental choriocarcinoma	MSS/MSI-L	D/F12
924247	SW954	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSS/MSI-L	D/F12
909758	SW962	urogenital_system	urogenital_system_other		vulval squamous cell carcinoma	MSS/MSI-L	D/F12
908127	MES-SA	urogenital_system	uterus		uterus sarcoma	MSS/MSI-L	R
1240215	SKN	urogenital_system	uterus		leiomyoma	MSS/MSI-L	D/F12
1298156	JHU-029	aero_dig_tract	head and neck	HNSC			R
1299052	SCC90	aero_dig_tract	head and neck	HNSC			R
1330948	MOLM-16	leukemia	acute_myeloid_leukaemia	LAML			R
1659819	OCI-LY7	lymphoma	B_cell_lymphoma	DLBC			D/F12
1659817	KMS-11	myeloma	myeloma	MM			R
1290767	CHSA0011	bone	chondrosarcoma				R+10
1290768	CHSA0108	bone	chondrosarcoma				R+10
1298157	JIMT-1	breast	breast	BRCA			D/F12
1290771	CL-34	large_intestine	large_intestine	COREAD			D/F12
1299069	TMK-1	digestive_system	stomach	STAD			R
713869	VMRC-LCD	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD			D/F12
753551	DMS-79	lung_SCLC	lung_small_cell_carcinoma	SCLC			R+10
1298218	KP-2	pancreas	pancreas	PAAD			D/F12
1298160	K2	skin	melanoma	SKCM			D/F12
1299061	STS-0421	soft_tissue	soft_tissue_other				R+10
